,℃,GJ,GJ
時刻,気温,1系統冷水熱量,2系統冷水熱量
2022/7/8 14:00,29.800 ,0.445 ,0.216 
2022/7/8 15:00,32.300 ,0.414 ,0.226 
2022/7/8 16:00,33.800 ,0.335 ,0.234 
2022/7/8 17:00,32.500 ,0.125 ,0.257 
2022/7/8 18:00,31.700 ,0.092 ,0.237 
2022/7/8 19:00,30.800 ,0.076 ,0.193 
2022/7/8 20:00,30.300 ,0.025 ,0.080 
2022/7/8 21:00,29.800 ,0.000 ,0.000 
2022/7/8 22:00,29.000 ,0.000 ,0.000 
2022/7/8 23:00,27.700 ,0.000 ,0.000 
2022/7/9 0:00,27.100 ,0.000 ,0.000 
2022/7/9 1:00,27.200 ,0.000 ,0.000 
2022/7/9 2:00,27.300 ,0.000 ,0.000 
2022/7/9 3:00,27.200 ,0.000 ,0.000 
2022/7/9 4:00,27.900 ,0.000 ,0.000 
2022/7/9 5:00,27.700 ,0.000 ,0.000 
2022/7/9 6:00,27.500 ,0.000 ,0.000 
2022/7/9 7:00,27.700 ,0.000 ,0.000 
2022/7/9 8:00,28.100 ,0.003 ,0.000 
2022/7/9 9:00,28.500 ,0.080 ,0.090 
2022/7/9 10:00,29.900 ,0.045 ,0.155 
2022/7/9 11:00,30.800 ,0.042 ,0.148 
2022/7/9 12:00,30.700 ,0.052 ,0.167 
2022/7/9 13:00,30.900 ,0.052 ,0.202 
2022/7/9 14:00,31.500 ,0.042 ,0.138 
2022/7/9 15:00,31.300 ,0.045 ,0.211 
2022/7/9 16:00,30.400 ,0.053 ,0.210 
2022/7/9 17:00,29.800 ,0.053 ,0.209 
2022/7/9 18:00,29.100 ,0.033 ,0.053 
2022/7/9 19:00,27.800 ,0.000 ,0.000 
2022/7/9 20:00,27.600 ,0.000 ,0.000 
2022/7/9 21:00,27.400 ,0.000 ,0.000 
2022/7/9 22:00,27.400 ,0.000 ,0.000 
2022/7/9 23:00,27.500 ,0.000 ,0.000 
2022/7/10 0:00,27.300 ,0.000 ,0.000 
2022/7/10 1:00,26.800 ,0.000 ,0.000 
2022/7/10 2:00,26.600 ,0.000 ,0.000 
2022/7/10 3:00,26.200 ,0.000 ,0.000 
2022/7/10 4:00,26.100 ,0.000 ,0.000 
2022/7/10 5:00,25.900 ,0.000 ,0.000 
2022/7/10 6:00,26.200 ,0.000 ,0.000 
2022/7/10 7:00,26.900 ,0.000 ,0.000 
2022/7/10 8:00,28.100 ,0.000 ,0.000 
2022/7/10 9:00,28.500 ,0.000 ,0.000 
2022/7/10 10:00,30.100 ,0.000 ,0.000 
2022/7/10 11:00,30.100 ,0.000 ,0.000 
2022/7/10 12:00,31.000 ,0.000 ,0.000 
2022/7/10 13:00,31.700 ,0.000 ,0.000 
2022/7/10 14:00,31.400 ,0.000 ,0.000 
2022/7/10 15:00,30.800 ,0.000 ,0.000 
2022/7/10 16:00,30.400 ,0.000 ,0.000 
2022/7/10 17:00,29.900 ,0.000 ,0.000 
2022/7/10 18:00,28.900 ,0.000 ,0.000 
2022/7/10 19:00,28.400 ,0.000 ,0.000 
2022/7/10 20:00,28.200 ,0.000 ,0.000 
2022/7/10 21:00,28.000 ,0.000 ,0.000 
2022/7/10 22:00,27.500 ,0.000 ,0.000 
2022/7/10 23:00,27.100 ,0.000 ,0.000 
2022/7/11 0:00,27.100 ,0.000 ,0.000 
2022/7/11 1:00,27.300 ,0.000 ,0.000 
2022/7/11 2:00,27.100 ,0.000 ,0.000 
2022/7/11 3:00,26.800 ,0.000 ,0.000 
2022/7/11 4:00,26.500 ,0.000 ,0.000 
2022/7/11 5:00,26.500 ,0.000 ,0.000 
2022/7/11 6:00,26.800 ,0.000 ,0.000 
2022/7/11 7:00,27.400 ,0.150 ,0.012 
2022/7/11 8:00,28.800 ,0.515 ,0.006 
2022/7/11 9:00,30.400 ,0.431 ,0.194 
2022/7/11 10:00,30.900 ,0.412 ,0.257 
2022/7/11 11:00,31.300 ,0.438 ,0.263 
2022/7/11 12:00,31.400 ,0.444 ,0.276 
2022/7/11 13:00,29.200 ,0.448 ,0.269 
2022/7/11 14:00,31.500 ,0.425 ,0.265 
2022/7/11 15:00,31.200 ,0.393 ,0.255 
2022/7/11 16:00,31.600 ,0.382 ,0.255 
2022/7/11 17:00,29.700 ,0.343 ,0.274 
2022/7/11 18:00,29.100 ,0.335 ,0.292 
2022/7/11 19:00,28.400 ,0.291 ,0.267 
2022/7/11 20:00,28.600 ,0.121 ,0.086 
2022/7/11 21:00,28.400 ,0.000 ,0.000 
2022/7/11 22:00,28.100 ,0.000 ,0.000 
2022/7/11 23:00,28.000 ,0.000 ,0.000 
2022/7/12 0:00,28.600 ,0.000 ,0.000 
2022/7/12 1:00,28.200 ,0.000 ,0.000 
2022/7/12 2:00,27.900 ,0.000 ,0.000 
2022/7/12 3:00,27.500 ,0.000 ,0.000 
2022/7/12 4:00,27.500 ,0.000 ,0.000 
2022/7/12 5:00,27.500 ,0.000 ,0.000 
2022/7/12 6:00,27.400 ,0.000 ,0.000 
2022/7/12 7:00,27.700 ,0.103 ,0.003 
2022/7/12 8:00,28.100 ,0.491 ,0.005 
2022/7/12 9:00,28.500 ,0.445 ,0.209 
2022/7/12 10:00,28.900 ,0.440 ,0.268 
2022/7/12 11:00,28.300 ,0.425 ,0.257 
2022/7/12 12:00,29.400 ,0.431 ,0.267 
2022/7/12 13:00,29.200 ,0.454 ,0.268 
2022/7/12 14:00,29.300 ,0.442 ,0.261 
2022/7/12 15:00,29.200 ,0.444 ,0.272 
2022/7/12 16:00,29.600 ,0.244 ,0.292 
2022/7/12 17:00,29.400 ,0.151 ,0.290 
2022/7/12 18:00,27.900 ,0.089 ,0.286 
2022/7/12 19:00,27.100 ,0.043 ,0.256 
2022/7/12 20:00,26.600 ,0.014 ,0.114 
2022/7/12 21:00,26.400 ,0.000 ,0.000 
2022/7/12 22:00,26.400 ,0.000 ,0.000 
2022/7/12 23:00,26.100 ,0.000 ,0.000 
2022/7/13 0:00,25.900 ,0.000 ,0.000 
2022/7/13 1:00,25.600 ,0.000 ,0.000 
2022/7/13 2:00,25.500 ,0.000 ,0.000 
2022/7/13 3:00,25.200 ,0.000 ,0.000 
2022/7/13 4:00,24.900 ,0.000 ,0.000 
2022/7/13 5:00,25.200 ,0.000 ,0.000 
2022/7/13 6:00,24.500 ,0.000 ,0.000 
2022/7/13 7:00,25.600 ,0.097 ,0.003 
2022/7/13 8:00,27.300 ,0.483 ,0.005 
2022/7/13 9:00,27.700 ,0.402 ,0.084 
2022/7/13 10:00,27.900 ,0.366 ,0.201 
2022/7/13 11:00,28.700 ,0.389 ,0.200 
2022/7/13 12:00,29.000 ,0.381 ,0.196 
2022/7/13 13:00,30.100 ,0.433 ,0.204 
2022/7/13 14:00,29.700 ,0.424 ,0.215 
2022/7/13 15:00,29.400 ,0.406 ,0.236 
2022/7/13 16:00,29.800 ,0.410 ,0.256 
2022/7/13 17:00,29.900 ,0.264 ,0.250 
2022/7/13 18:00,28.800 ,0.082 ,0.240 
2022/7/13 19:00,28.800 ,0.037 ,0.181 
2022/7/13 20:00,28.100 ,0.014 ,0.059 
2022/7/13 21:00,27.900 ,0.000 ,0.000 
2022/7/13 22:00,28.100 ,0.000 ,0.000 
2022/7/13 23:00,28.000 ,0.000 ,0.000 
2022/7/14 0:00,28.000 ,0.000 ,0.000 
2022/7/14 1:00,28.300 ,0.000 ,0.000 
2022/7/14 2:00,28.200 ,0.000 ,0.000 
2022/7/14 3:00,28.500 ,0.000 ,0.000 
2022/7/14 4:00,29.300 ,0.000 ,0.000 
2022/7/14 5:00,29.300 ,0.000 ,0.000 
2022/7/14 6:00,29.400 ,0.000 ,0.000 
2022/7/14 7:00,29.400 ,0.083 ,0.003 
2022/7/14 8:00,30.100 ,0.450 ,0.005 
2022/7/14 9:00,31.300 ,0.406 ,0.179 
2022/7/14 10:00,32.600 ,0.430 ,0.258 
2022/7/14 11:00,31.800 ,0.401 ,0.234 
2022/7/14 12:00,31.200 ,0.398 ,0.236 
2022/7/14 13:00,33.000 ,0.401 ,0.229 
2022/7/14 14:00,33.200 ,0.402 ,0.233 
2022/7/14 15:00,32.700 ,0.399 ,0.245 
2022/7/14 16:00,32.000 ,0.354 ,0.241 
2022/7/14 17:00,30.400 ,0.123 ,0.278 
2022/7/14 18:00,30.800 ,0.074 ,0.251 
2022/7/14 19:00,29.900 ,0.040 ,0.222 
2022/7/14 20:00,29.400 ,0.013 ,0.074 
2022/7/14 21:00,29.600 ,0.000 ,0.000 
2022/7/14 22:00,29.500 ,0.000 ,0.000 
2022/7/14 23:00,29.100 ,0.000 ,0.000 
2022/7/15 0:00,28.700 ,0.000 ,0.000 
2022/7/15 1:00,28.500 ,0.000 ,0.000 
2022/7/15 2:00,28.500 ,0.000 ,0.000 
2022/7/15 3:00,28.500 ,0.000 ,0.000 
2022/7/15 4:00,27.100 ,0.000 ,0.000 
2022/7/15 5:00,26.900 ,0.000 ,0.000 
2022/7/15 6:00,26.700 ,0.000 ,0.000 
2022/7/15 7:00,26.700 ,0.096 ,0.000 
2022/7/15 8:00,26.300 ,0.487 ,0.000 
2022/7/15 9:00,26.800 ,0.426 ,0.176 
2022/7/15 10:00,27.600 ,0.436 ,0.271 
2022/7/15 11:00,27.300 ,0.432 ,0.254 
2022/7/15 12:00,29.300 ,0.427 ,0.239 
2022/7/15 13:00,32.000 ,0.434 ,0.235 
2022/7/15 14:00,30.300 ,0.427 ,0.233 
2022/7/15 15:00,31.600 ,0.420 ,0.246 
2022/7/15 16:00,31.000 ,0.331 ,0.262 
2022/7/15 17:00,30.300 ,0.126 ,0.281 
2022/7/15 18:00,28.100 ,0.074 ,0.253 
2022/7/15 19:00,27.400 ,0.048 ,0.233 
2022/7/15 20:00,27.100 ,0.013 ,0.082 
2022/7/15 21:00,26.700 ,0.000 ,0.000 
2022/7/15 22:00,26.400 ,0.000 ,0.000 
2022/7/15 23:00,26.100 ,0.000 ,0.000 
2022/7/16 0:00,24.900 ,0.000 ,0.000 
2022/7/16 1:00,24.500 ,0.000 ,0.000 
2022/7/16 2:00,24.400 ,0.000 ,0.000 
2022/7/16 3:00,24.600 ,0.000 ,0.000 
2022/7/16 4:00,24.600 ,0.000 ,0.000 
2022/7/16 5:00,24.600 ,0.000 ,0.000 
2022/7/16 6:00,24.800 ,0.000 ,0.000 
2022/7/16 7:00,25.500 ,0.021 ,0.000 
2022/7/16 8:00,26.400 ,0.385 ,0.000 
2022/7/16 9:00,27.600 ,0.317 ,0.196 
2022/7/16 10:00,28.000 ,0.331 ,0.249 
2022/7/16 11:00,28.600 ,0.355 ,0.277 
2022/7/16 12:00,29.800 ,0.350 ,0.287 
2022/7/16 13:00,30.500 ,0.360 ,0.276 
2022/7/16 14:00,30.900 ,0.329 ,0.251 
2022/7/16 15:00,29.900 ,0.088 ,0.274 
2022/7/16 16:00,29.800 ,0.056 ,0.281 
2022/7/16 17:00,29.900 ,0.051 ,0.272 
2022/7/16 18:00,29.300 ,0.026 ,0.119 
2022/7/16 19:00,28.500 ,0.000 ,0.000 
2022/7/16 20:00,28.000 ,0.000 ,0.000 
2022/7/16 21:00,27.300 ,0.000 ,0.000 
2022/7/16 22:00,27.200 ,0.000 ,0.000 
2022/7/16 23:00,27.100 ,0.000 ,0.000 
2022/7/17 0:00,26.100 ,0.000 ,0.000 
2022/7/17 1:00,25.800 ,0.000 ,0.000 
2022/7/17 2:00,25.300 ,0.000 ,0.000 
2022/7/17 3:00,25.000 ,0.000 ,0.000 
2022/7/17 4:00,25.000 ,0.000 ,0.000 
2022/7/17 5:00,24.900 ,0.000 ,0.000 
2022/7/17 6:00,25.200 ,0.000 ,0.000 
2022/7/17 7:00,26.600 ,0.000 ,0.000 
2022/7/17 8:00,28.300 ,0.000 ,0.000 
2022/7/17 9:00,28.400 ,0.000 ,0.000 
2022/7/17 10:00,28.000 ,0.000 ,0.000 
2022/7/17 11:00,27.800 ,0.000 ,0.000 
2022/7/17 12:00,28.400 ,0.015 ,0.004 
2022/7/17 13:00,29.600 ,0.073 ,0.011 
2022/7/17 14:00,30.100 ,0.040 ,0.000 
2022/7/17 15:00,30.500 ,0.005 ,0.000 
2022/7/17 16:00,31.000 ,0.000 ,0.000 
2022/7/17 17:00,30.200 ,0.000 ,0.000 
2022/7/17 18:00,30.100 ,0.000 ,0.000 
2022/7/17 19:00,29.500 ,0.000 ,0.000 
2022/7/17 20:00,28.800 ,0.000 ,0.000 
2022/7/17 21:00,28.500 ,0.000 ,0.000 
2022/7/17 22:00,28.400 ,0.000 ,0.000 
2022/7/17 23:00,27.600 ,0.000 ,0.000 
2022/7/18 0:00,27.100 ,0.000 ,0.000 
2022/7/18 1:00,27.000 ,0.000 ,0.000 
2022/7/18 2:00,26.900 ,0.000 ,0.000 
2022/7/18 3:00,26.600 ,0.000 ,0.000 
2022/7/18 4:00,26.300 ,0.000 ,0.000 
2022/7/18 5:00,28.100 ,0.000 ,0.000 
2022/7/18 6:00,25.700 ,0.000 ,0.000 
2022/7/18 7:00,25.500 ,0.000 ,0.000 
2022/7/18 8:00,26.300 ,0.034 ,0.009 
2022/7/18 9:00,25.900 ,0.051 ,0.006 
2022/7/18 10:00,27.300 ,0.042 ,0.000 
2022/7/18 11:00,29.400 ,0.034 ,0.000 
2022/7/18 12:00,29.400 ,0.037 ,0.000 
2022/7/18 13:00,30.400 ,0.033 ,0.000 
2022/7/18 14:00,30.900 ,0.033 ,0.000 
2022/7/18 15:00,31.000 ,0.034 ,0.000 
2022/7/18 16:00,30.900 ,0.033 ,0.000 
2022/7/18 17:00,30.700 ,0.038 ,0.000 
2022/7/18 18:00,30.000 ,0.027 ,0.000 
2022/7/18 19:00,29.500 ,0.000 ,0.000 
2022/7/18 20:00,27.800 ,0.000 ,0.000 
2022/7/18 21:00,28.600 ,0.000 ,0.000 
2022/7/18 22:00,28.200 ,0.000 ,0.000 
2022/7/18 23:00,26.200 ,0.000 ,0.000 
2022/7/19 0:00,26.600 ,0.000 ,0.000 
2022/7/19 1:00,26.600 ,0.000 ,0.000 
2022/7/19 2:00,26.800 ,0.000 ,0.000 
2022/7/19 3:00,27.000 ,0.000 ,0.000 
2022/7/19 4:00,28.800 ,0.000 ,0.000 
2022/7/19 5:00,27.000 ,0.000 ,0.000 
2022/7/19 6:00,29.300 ,0.000 ,0.000 
2022/7/19 7:00,26.700 ,0.211 ,0.000 
2022/7/19 8:00,26.800 ,0.549 ,0.000 
2022/7/19 9:00,26.300 ,0.424 ,0.241 
2022/7/19 10:00,27.800 ,0.443 ,0.279 
2022/7/19 11:00,28.800 ,0.458 ,0.276 
2022/7/19 12:00,29.500 ,0.445 ,0.261 
2022/7/19 13:00,28.700 ,0.452 ,0.254 
2022/7/19 14:00,29.900 ,0.455 ,0.260 
2022/7/19 15:00,31.100 ,0.451 ,0.263 
2022/7/19 16:00,31.200 ,0.408 ,0.261 
2022/7/19 17:00,29.700 ,0.260 ,0.283 
2022/7/19 18:00,28.900 ,0.094 ,0.298 
2022/7/19 19:00,27.800 ,0.043 ,0.270 
2022/7/19 20:00,27.300 ,0.014 ,0.119 
2022/7/19 21:00,27.100 ,0.000 ,0.000 
2022/7/19 22:00,26.700 ,0.000 ,0.000 
2022/7/19 23:00,26.400 ,0.000 ,0.000 
2022/7/20 0:00,25.900 ,0.000 ,0.000 
2022/7/20 1:00,25.500 ,0.000 ,0.000 
2022/7/20 2:00,25.100 ,0.000 ,0.000 
2022/7/20 3:00,24.800 ,0.000 ,0.000 
2022/7/20 4:00,24.800 ,0.000 ,0.000 
2022/7/20 5:00,24.800 ,0.000 ,0.000 
2022/7/20 6:00,25.200 ,0.000 ,0.000 
2022/7/20 7:00,25.800 ,0.134 ,0.000 
2022/7/20 8:00,27.600 ,0.507 ,0.000 
2022/7/20 9:00,28.700 ,0.401 ,0.252 
2022/7/20 10:00,30.400 ,0.410 ,0.235 
2022/7/20 11:00,31.000 ,0.403 ,0.222 
2022/7/20 12:00,32.100 ,0.403 ,0.234 
2022/7/20 13:00,31.400 ,0.433 ,0.251 
2022/7/20 14:00,31.400 ,0.410 ,0.257 
2022/7/20 15:00,31.600 ,0.407 ,0.265 
2022/7/20 16:00,29.900 ,0.381 ,0.264 
2022/7/20 17:00,29.400 ,0.164 ,0.297 
2022/7/20 18:00,29.000 ,0.078 ,0.295 
2022/7/20 19:00,29.100 ,0.041 ,0.251 
2022/7/20 20:00,28.600 ,0.014 ,0.109 
2022/7/20 21:00,28.200 ,0.000 ,0.000 
2022/7/20 22:00,27.500 ,0.000 ,0.000 
2022/7/20 23:00,27.500 ,0.000 ,0.000 
2022/7/21 0:00,27.700 ,0.000 ,0.000 
2022/7/21 1:00,28.100 ,0.000 ,0.000 
2022/7/21 2:00,28.100 ,0.000 ,0.000 
2022/7/21 3:00,28.100 ,0.000 ,0.000 
2022/7/21 4:00,28.200 ,0.000 ,0.000 
2022/7/21 5:00,28.300 ,0.000 ,0.000 
2022/7/21 6:00,28.500 ,0.000 ,0.000 
2022/7/21 7:00,30.200 ,0.138 ,0.000 
2022/7/21 8:00,30.900 ,0.527 ,0.000 
2022/7/21 9:00,31.700 ,0.437 ,0.196 
2022/7/21 10:00,32.200 ,0.449 ,0.249 
2022/7/21 11:00,32.900 ,0.439 ,0.233 
2022/7/21 12:00,34.400 ,0.452 ,0.242 
2022/7/21 13:00,34.400 ,0.453 ,0.236 
2022/7/21 14:00,35.400 ,0.453 ,0.239 
2022/7/21 15:00,35.700 ,0.460 ,0.253 
2022/7/21 16:00,35.100 ,0.424 ,0.251 
2022/7/21 17:00,32.100 ,0.358 ,0.283 
2022/7/21 18:00,31.800 ,0.169 ,0.295 
2022/7/21 19:00,30.300 ,0.063 ,0.221 
2022/7/21 20:00,28.300 ,0.014 ,0.057 
2022/7/21 21:00,28.000 ,0.000 ,0.000 
2022/7/21 22:00,27.300 ,0.000 ,0.000 
2022/7/21 23:00,27.200 ,0.000 ,0.000 
2022/7/22 0:00,26.800 ,0.000 ,0.000 
2022/7/22 1:00,26.700 ,0.000 ,0.000 
2022/7/22 2:00,26.500 ,0.000 ,0.000 
2022/7/22 3:00,26.000 ,0.000 ,0.000 
2022/7/22 4:00,25.900 ,0.000 ,0.000 
2022/7/22 5:00,25.900 ,0.000 ,0.000 
2022/7/22 6:00,26.100 ,0.000 ,0.000 
2022/7/22 7:00,26.300 ,0.122 ,0.000 
2022/7/22 8:00,26.800 ,0.487 ,0.000 
2022/7/22 9:00,27.400 ,0.378 ,0.225 
2022/7/22 10:00,28.100 ,0.403 ,0.287 
2022/7/22 11:00,28.100 ,0.425 ,0.276 
2022/7/22 12:00,29.500 ,0.427 ,0.269 
2022/7/22 13:00,30.000 ,0.438 ,0.270 
2022/7/22 14:00,30.100 ,0.407 ,0.269 
2022/7/22 15:00,29.500 ,0.405 ,0.276 
2022/7/22 16:00,29.800 ,0.393 ,0.292 
2022/7/22 17:00,28.900 ,0.135 ,0.315 
2022/7/22 18:00,27.800 ,0.069 ,0.281 
2022/7/22 19:00,27.200 ,0.037 ,0.238 
2022/7/22 20:00,26.700 ,0.014 ,0.095 
2022/7/22 21:00,26.400 ,0.000 ,0.000 
2022/7/22 22:00,26.600 ,0.000 ,0.000 
2022/7/22 23:00,25.700 ,0.000 ,0.000 
2022/7/23 0:00,25.900 ,0.000 ,0.000 
2022/7/23 1:00,25.500 ,0.000 ,0.000 
2022/7/23 2:00,25.400 ,0.000 ,0.000 
2022/7/23 3:00,25.200 ,0.000 ,0.000 
2022/7/23 4:00,25.000 ,0.000 ,0.000 
2022/7/23 5:00,24.800 ,0.000 ,0.000 
2022/7/23 6:00,24.600 ,0.000 ,0.000 
2022/7/23 7:00,24.800 ,0.000 ,0.000 
2022/7/23 8:00,25.800 ,0.004 ,0.000 
2022/7/23 9:00,27.300 ,0.066 ,0.067 
2022/7/23 10:00,28.500 ,0.048 ,0.117 
2022/7/23 11:00,29.900 ,0.039 ,0.134 
2022/7/23 12:00,30.000 ,0.035 ,0.166 
2022/7/23 13:00,29.800 ,0.049 ,0.127 
2022/7/23 14:00,30.300 ,0.031 ,0.098 
2022/7/23 15:00,29.000 ,0.050 ,0.127 
2022/7/23 16:00,29.500 ,0.037 ,0.111 
2022/7/23 17:00,28.300 ,0.046 ,0.124 
2022/7/23 18:00,28.000 ,0.011 ,0.040 
2022/7/23 19:00,27.400 ,0.000 ,0.000 
2022/7/23 20:00,27.300 ,0.000 ,0.000 
2022/7/23 21:00,27.300 ,0.000 ,0.000 
2022/7/23 22:00,27.500 ,0.000 ,0.000 
2022/7/23 23:00,27.300 ,0.000 ,0.000 
2022/7/24 0:00,26.800 ,0.000 ,0.000 
2022/7/24 1:00,26.400 ,0.000 ,0.000 
2022/7/24 2:00,26.100 ,0.000 ,0.000 
2022/7/24 3:00,26.000 ,0.000 ,0.000 
2022/7/24 4:00,26.100 ,0.000 ,0.000 
2022/7/24 5:00,26.100 ,0.000 ,0.000 
2022/7/24 6:00,26.200 ,0.000 ,0.000 
2022/7/24 7:00,26.900 ,0.000 ,0.000 
2022/7/24 8:00,28.600 ,0.000 ,0.000 
2022/7/24 9:00,28.400 ,0.056 ,0.009 
2022/7/24 10:00,30.000 ,0.048 ,0.005 
2022/7/24 11:00,30.600 ,0.048 ,0.000 
2022/7/24 12:00,30.400 ,0.036 ,0.000 
2022/7/24 13:00,31.900 ,0.019 ,0.000 
2022/7/24 14:00,30.400 ,0.000 ,0.000 
2022/7/24 15:00,30.200 ,0.000 ,0.000 
2022/7/24 16:00,31.100 ,0.000 ,0.000 
2022/7/24 17:00,31.500 ,0.000 ,0.000 
2022/7/24 18:00,31.000 ,0.000 ,0.000 
2022/7/24 19:00,28.700 ,0.000 ,0.000 
2022/7/24 20:00,27.800 ,0.000 ,0.000 
2022/7/24 21:00,27.800 ,0.000 ,0.000 
2022/7/24 22:00,27.900 ,0.000 ,0.000 
2022/7/24 23:00,28.100 ,0.000 ,0.000 
2022/7/25 0:00,27.600 ,0.000 ,0.000 
2022/7/25 1:00,27.300 ,0.000 ,0.000 
2022/7/25 2:00,26.500 ,0.000 ,0.000 
2022/7/25 3:00,26.400 ,0.000 ,0.000 
2022/7/25 4:00,26.800 ,0.000 ,0.000 
2022/7/25 5:00,26.800 ,0.000 ,0.000 
2022/7/25 6:00,26.400 ,0.000 ,0.000 
2022/7/25 7:00,27.100 ,0.313 ,0.007 
2022/7/25 8:00,27.400 ,0.497 ,0.002 
2022/7/25 9:00,28.400 ,0.417 ,0.168 
2022/7/25 10:00,28.400 ,0.436 ,0.236 
2022/7/25 11:00,29.000 ,0.447 ,0.258 
2022/7/25 12:00,28.900 ,0.431 ,0.243 
2022/7/25 13:00,29.900 ,0.459 ,0.256 
2022/7/25 14:00,28.500 ,0.431 ,0.283 
2022/7/25 15:00,29.700 ,0.436 ,0.289 
2022/7/25 16:00,29.900 ,0.406 ,0.277 
2022/7/25 17:00,28.700 ,0.130 ,0.303 
2022/7/25 18:00,28.400 ,0.088 ,0.282 
2022/7/25 19:00,28.100 ,0.049 ,0.257 
2022/7/25 20:00,27.800 ,0.014 ,0.129 
2022/7/25 21:00,27.900 ,0.000 ,0.000 
2022/7/25 22:00,27.800 ,0.000 ,0.000 
2022/7/25 23:00,27.200 ,0.000 ,0.000 
2022/7/26 0:00,26.600 ,0.000 ,0.000 
2022/7/26 1:00,26.800 ,0.000 ,0.000 
2022/7/26 2:00,26.900 ,0.000 ,0.000 
2022/7/26 3:00,26.600 ,0.000 ,0.000 
2022/7/26 4:00,26.600 ,0.000 ,0.000 
2022/7/26 5:00,26.400 ,0.000 ,0.000 
2022/7/26 6:00,26.600 ,0.000 ,0.000 
2022/7/26 7:00,26.900 ,0.148 ,0.007 
2022/7/26 8:00,28.200 ,0.522 ,0.023 
2022/7/26 9:00,28.900 ,0.425 ,0.197 
2022/7/26 10:00,30.300 ,0.452 ,0.271 
2022/7/26 11:00,31.300 ,0.467 ,0.275 
2022/7/26 12:00,31.300 ,0.457 ,0.265 
2022/7/26 13:00,31.200 ,0.475 ,0.269 
2022/7/26 14:00,31.400 ,0.452 ,0.278 
2022/7/26 15:00,31.200 ,0.424 ,0.278 
2022/7/26 16:00,30.700 ,0.229 ,0.296 
2022/7/26 17:00,29.600 ,0.133 ,0.317 
2022/7/26 18:00,28.900 ,0.099 ,0.304 
2022/7/26 19:00,28.600 ,0.064 ,0.285 
2022/7/26 20:00,28.000 ,0.015 ,0.132 
2022/7/26 21:00,27.700 ,0.000 ,0.000 
2022/7/26 22:00,27.400 ,0.000 ,0.000 
2022/7/26 23:00,27.400 ,0.000 ,0.000 
2022/7/27 0:00,26.900 ,0.000 ,0.000 
2022/7/27 1:00,26.700 ,0.000 ,0.000 
2022/7/27 2:00,26.600 ,0.000 ,0.000 
2022/7/27 3:00,26.400 ,0.000 ,0.000 
2022/7/27 4:00,26.000 ,0.000 ,0.000 
2022/7/27 5:00,25.500 ,0.000 ,0.000 
2022/7/27 6:00,25.900 ,0.000 ,0.000 
2022/7/27 7:00,26.800 ,0.154 ,0.000 
2022/7/27 8:00,28.300 ,0.537 ,0.000 
2022/7/27 9:00,29.000 ,0.446 ,0.174 
2022/7/27 10:00,30.600 ,0.424 ,0.213 
2022/7/27 11:00,32.200 ,0.439 ,0.209 
2022/7/27 12:00,31.500 ,0.433 ,0.210 
2022/7/27 13:00,31.400 ,0.466 ,0.217 
2022/7/27 14:00,32.200 ,0.434 ,0.232 
2022/7/27 15:00,32.300 ,0.427 ,0.256 
2022/7/27 16:00,30.700 ,0.440 ,0.280 
2022/7/27 17:00,30.000 ,0.190 ,0.283 
2022/7/27 18:00,30.400 ,0.122 ,0.263 
2022/7/27 19:00,30.000 ,0.046 ,0.228 
2022/7/27 20:00,29.700 ,0.014 ,0.093 
2022/7/27 21:00,30.100 ,0.000 ,0.000 
2022/7/27 22:00,29.400 ,0.000 ,0.000 
2022/7/27 23:00,29.300 ,0.000 ,0.000 
2022/7/28 0:00,29.300 ,0.000 ,0.000 
2022/7/28 1:00,29.000 ,0.000 ,0.000 
2022/7/28 2:00,28.900 ,0.000 ,0.000 
2022/7/28 3:00,28.900 ,0.000 ,0.000 
2022/7/28 4:00,28.900 ,0.000 ,0.000 
2022/7/28 5:00,28.600 ,0.000 ,0.000 
2022/7/28 6:00,28.200 ,0.000 ,0.000 
2022/7/28 7:00,29.100 ,0.146 ,0.000 
2022/7/28 8:00,30.500 ,0.563 ,0.000 
2022/7/28 9:00,31.900 ,0.470 ,0.167 
2022/7/28 10:00,33.500 ,0.472 ,0.206 
2022/7/28 11:00,34.600 ,0.476 ,0.204 
2022/7/28 12:00,33.800 ,0.463 ,0.232 
2022/7/28 13:00,34.700 ,0.473 ,0.233 
2022/7/28 14:00,34.800 ,0.431 ,0.234 
2022/7/28 15:00,33.500 ,0.362 ,0.261 
2022/7/28 16:00,29.800 ,0.137 ,0.264 
2022/7/28 17:00,29.000 ,0.081 ,0.213 
2022/7/28 18:00,30.300 ,0.067 ,0.201 
2022/7/28 19:00,30.600 ,0.038 ,0.174 
2022/7/28 20:00,29.600 ,0.014 ,0.065 
2022/7/28 21:00,29.600 ,0.000 ,0.000 
2022/7/28 22:00,29.000 ,0.000 ,0.000 
2022/7/28 23:00,28.400 ,0.000 ,0.000 
2022/7/29 0:00,29.000 ,0.000 ,0.000 
2022/7/29 1:00,28.700 ,0.000 ,0.000 
2022/7/29 2:00,28.500 ,0.000 ,0.000 
2022/7/29 3:00,28.300 ,0.000 ,0.000 
2022/7/29 4:00,28.200 ,0.000 ,0.000 
2022/7/29 5:00,28.100 ,0.000 ,0.000 
2022/7/29 6:00,27.900 ,0.000 ,0.000 
2022/7/29 7:00,28.800 ,0.147 ,0.000 
